NWAlert -Overview of classifications of dengue fever - http://t.co/IUyO8RWl0e,positive
Impiden habitantes erradicaciÃ_n del mosco del dengue http://t.co/g0VTHTzN5f,positive
Azunosa se suma en la prevenciÃ_n del dengue http://t.co/c3Bt8fzSAb,positive
NEWS -Tuberculosis in the United States: Challenges to elimination - http://t.co/fIJYPn3Gxx,positive
"RT @lifesciences_bc: Education, immunization needed to stamp out further measles outbreaks http://t.co/Wr54b8kRcz",positive
"Stephen Hume: Education, immunization needed to stamp out further measles outbreaks http://t.co/WeOrpkLjbU",positive
"Coverup? Bisha man â€˜dies from swine fluâ€™ or was it MERS, returning home from Mecca following an Umrah trip. http://t.co/orOsQc6i0e",positive
"â€œ@WHO: WHOâ€™s recommends that all travellers to, from poliovirus-affected areas be fully vaccinated against polio",positive
"Jonas Salk chose not to patent his 1955 polio vaccine, making it more affordable for the millions of people who needed it.",positive
"""@foxnewshealth: New discovery may lead to treatments for lethal Ebola virus http://t.co/7MtoAnEb8q #health""",positive
News -Risk factors for West Nile virus - http://t.co/7SIEm0bSu5,positive
City: West Nile Virus Detected in Malden http://t.co/9RxHSRpbhA,positive
Reporting Contest Leads to Rise in #Polio #Vaccines in #Ethiopia from @gatesfoundation http://t.co/7LczJCjgWF,positive
"When people use _Ÿ˜·to symbolize minor aches or illnesses, 
I assume they have SARS. 
#China",positive
Lola got 2 vaccines yesterday. Meningitis and dTap. I passed on 2 others that were elective,positive
Nuevo virus H7N9 avanza en China http://t.co/OA4KuTWfe6 vÃ_a @mediafed,positive
#Dengue appearing in #Florida http://t.co/0IdTFH6JFD,positive
H1N1 protection tips for your family http://t.co/K0d1yoZirx,positive
There is no cure for Polio. http://t.co/zlR3o4jaNq,positive
Photo: There is no cure for Polio. http://t.co/nIxTrZJlRx,positive
RT @sabinvaccine: Reporting Contest Leads to Rise in #Polio #Vaccines in #Ethiopia from @gatesfoundation http://t.co/7LczJCjgWF,positive
Probable human case of West Nile virus in London area http://t.co/TQTfxU3Bnn via @CTVLondon,positive
"RT @rotary: #Rotary approved US$500,000 Rapid Response grant for recent #polio outbreak in Somalia. http://t.co/TvYyyuP2nM #endpolio #health",positive
RT @MaldenPatch: ALERT: West Nile Virus detected in Malden - here's info on keeping safe: http://t.co/PhLCB7xjyN,positive
Mosquito carrying West Nile Virus found in Malden http://t.co/UjHx8ImPPe,positive
RT @MaldenPatch: ALERT: West Nile Virus detected in Malden - here's info on keeping safe: http://t.co/PhLCB7xjyN,positive
RT @WHO: Disease Outbreak News on wild poliovirus type 1 (WPV1) in Israel: http://t.co/y9T5Z3xlXz. No case of paralytic #polio reported.,positive
3 contract dengue fever in central Florida http://t.co/3r2NBwCL0L,positive
Your child can still catch serious diseases like #measles &amp; #whoopingcough. Protect them w/ vaccines. #NIAM2013 http://t.co/XlQks2zwLY,positive
"@DrMarcSiegel Don't pet the pigs this Fall,http://t.co/aLWhsHVWDA 
@DrMisialek",positive
#Google #Hot #News New discovery may lead to treatments for lethal Ebola virus http://t.co/k9r7IIEzkE #InstantFollowBack GTNews,positive
RT @pennlive: Tracking vectors of death: Inside Pa.'s West Nile Virus testing lab http://t.co/63WEtgGT7g,positive
Learn more about the risk of #Dengue Fever in #Haiti... http://t.co/UZU1Fi221n,positive
