I definitely see Khaled influence on Slime Flu 4. Good to see @VADO_MH expand his repertoire tho. Great body of music tho champ #Harlem,negative
RT @BillGates: _—“The @GatesFoundation will match 2-to-1 every dollar @Rotary commits to fight #polio_—ù _—– CEO @JeffRaikes http://t.co/BgDmO5Qu_—_,negative
@Althea007 haha voodoo flu...haven't heard that one.  no I had vertigo all weekend.,negative
RT @AndyHssn: Sore throat &amp; flu not getting any better hais,negative
Bumpin that Slime Flu 4,negative
Alamat flu gw makin parah ini mah. Airnya dingin pake banget!!_ùÜ_™‘‘ (at Villa Pacet) _—” https://t.co/mhpsMMWZWj,negative
i think I have a flu,negative
Waiting..waiting n bath time sblum flu :)) #bai _“‘ [pic] _—” https://t.co/VRaepnUZNM,negative
This flu is messing with my taste buds I was really craving these hotwings_…_,negative
The skinny guy wa big nuz has kwaito flu neh?,negative
RT @ciaranmullooly: He's off to @CrokePark on Sept 1 but 'Rossie' Diarmuid Murtagh took time to promote meningitis awareness @officialgaa h_—_,negative
RT @CandiliousLovex: The feeling of being sick is horrible. Especially when u have flu n fever together.,negative
MEXICO  Alertan de maÕÅs casos de tuberculosis en ganado,negative
"My eye are burning, headache! Eish flu",negative
Endingnya joss! RT @_Rama_dhan: Kerjaan ga abis2..kondisi significantly dropped krn flu..driving (cont) http://t.co/k7iFsSE2nf,positive
Slimeflu 4 was cool. I like slime flu 3 betta tho,negative
@JimmyJazzLinks word. I was supposed to camp but came down the the flu so I'm just trying online.,negative
shucks I think im gonna be down with flu soon :(,negative
@TheyCallMePansy time for a flu shot. No charge if employed in Germany me thinks.,negative
SLIMe FLU 4 WAS CRACC. Money Outta Violence And Drugs Ofcoure. VADO be that thug of course.,negative
Can't figure out if this is an allergic reaction or the flu _™…à,negative
"Aduhhhh.... Flu berat.
Mau tdr aja susah hikz... hikz... :O :O (at Perumahan Reni Jaya AA 10/1 Pamulang Barat) _—” https://t.co/Npq9RDg13H",negative
@glazingblogger @SophiiMaria13 @GlazingGuru my little BRUV has been asleep all day.  He is feeling well under the weather! Flu I think!,negative
DENGUE. :D,positive
RT @DrewSWACE: SLIMe FLU 4 WAS CRACC. Money Outta Violence And Drugs Ofcoure. VADO be that thug of course.,negative
Wrong timing tong #Flu every weekend pa kung kamustahin ako. Kainis. _™…à #Sick (@ Salonoy's Residence) http://t.co/w7V5UXWkjB,negative
