"792605276","afifaheran","RT @WOWFakta: Menurut penelitian, 10 menit di bawah matahari 1-2 kali seminggu dapat mengurangi resiko terkena flu hingga 30-40 persen.","https://twitter.com/afifaheran/status/352452308912705536","[]","Wed Jul 03 15:42:33 +0000 2013",""
"-167090368","S_Rich97","Well my sister has a contagious flu so if anyone wants to adopt me for a few days that'd be great 👍","https://twitter.com/S_Rich97/status/352452313484509184","[]","Wed Jul 03 15:42:34 +0000 2013",""
"-337440109","MaLoreto_Pinto","@ceciliamorel @futbol_calle Nosotros los Iquiqueños invitamos al Gobierno a sumarse a la crisis que tenemos acá con H1N1","https://twitter.com/MaLoreto_Pinto/status/352452320488988672","[]","Wed Jul 03 15:42:36 +0000 2013",""
"-1263287810","CalejandrorA","RT @NoticiasVenezue: Falleció párroco en Táchira de influenza AH1N1 http://t.co/Z0cBxZRAdU","https://twitter.com/CalejandrorA/status/352452326746894338","[]","Wed Jul 03 15:42:37 +0000 2013",""
"-1327125300","InfiniteWicked","@TrevorBoller poor lil bean. Hope she feels better soon. My friend @2sweets &amp; her lil boy arnd same age as bean had the flu on the wkend too","https://twitter.com/InfiniteWicked/status/352452331222208512","[]","Wed Jul 03 15:42:38 +0000 2013",""
"1776982047","alghiifaarii","RT @WOWFakta: Menurut penelitian, 10 menit di bawah matahari 1-2 kali seminggu dapat mengurangi resiko terkena flu hingga 30-40 persen.","https://twitter.com/alghiifaarii/status/352452350516015106","[]","Wed Jul 03 15:42:43 +0000 2013",""
"-1222258202","DHerawanti","Udah malam toko pada tutup nur -,- RT @NurPutriAchmad: cpt segera minum obat :D RT dherawanti Ciri ciri mau flu u,u","https://twitter.com/DHerawanti/status/352452354488016896","[]","Wed Jul 03 15:42:44 +0000 2013",""
"2006570077","Rickyprasetyo19","RT @WOWFakta: Menurut penelitian, 10 menit di bawah matahari 1-2 kali seminggu dapat mengurangi resiko terkena flu hingga 30-40 persen.","https://twitter.com/Rickyprasetyo19/status/352452365229621248","[]","Wed Jul 03 15:42:46 +0000 2013",""
"-939345642","vanessa_wijaya","@BwilliamB ini aja uda flu berat..jadi kebiasaan gak bisa tidur cepet","https://twitter.com/vanessa_wijaya/status/352452367188361218","[]","Wed Jul 03 15:42:47 +0000 2013",""
"1493725336","SAMUELITO66","Ya mismo me dá dengue.","https://twitter.com/SAMUELITO66/status/352452368459247616","[]","Wed Jul 03 15:42:47 +0000 2013",""
"-1650926934","Cinthyss6","Flu... :(","https://twitter.com/Cinthyss6/status/352452371374284801","[]","Wed Jul 03 15:42:48 +0000 2013",""
"-673989109","galaxybyatch","Flu during the night.","https://twitter.com/galaxybyatch/status/352452371986649089","[]","Wed Jul 03 15:42:48 +0000 2013",""
"-1349631017","Shega_San","RT @WOWFakta: Menurut penelitian, 10 menit di bawah matahari 1-2 kali seminggu dapat mengurangi resiko terkena flu hingga 30-40 persen.","https://twitter.com/Shega_San/status/352452379892916224","[]","Wed Jul 03 15:42:50 +0000 2013",""
"-1630119458","HanafiTheMC","Watching @DontFlop I like this albinism exposure Villun is giving. Gives heads a chance to understand it more. He's a lil bruva though.","https://twitter.com/HanafiTheMC/status/352452408846192640","[]","Wed Jul 03 15:42:57 +0000 2013",""
"-1356128234","sophiahukom","flu -__-","https://twitter.com/sophiahukom/status/352452411803176960","[]","Wed Jul 03 15:42:57 +0000 2013",""
