"RT @EndPolioNow: .@Rotary commits $500,000 to combat the polio outbreak in Somalia. #endpolio http://t.co/4gImoHldL1",positive
NWAlert -Overview of classifications of dengue fever - http://t.co/IUyO8RWl0e,positive
Impiden habitantes erradicaciÃ_n del mosco del dengue http://t.co/g0VTHTzN5f,positive
Azunosa se suma en la prevenciÃ_n del dengue http://t.co/c3Bt8fzSAb,positive
NEWS -Tuberculosis in the United States: Challenges to elimination - http://t.co/fIJYPn3Gxx,positive
"RT @lifesciences_bc: Education, immunization needed to stamp out further measles outbreaks http://t.co/Wr54b8kRcz",positive
"Stephen Hume: Education, immunization needed to stamp out further measles outbreaks http://t.co/WeOrpkLjbU",positive
"Coverup? Bisha man â€˜dies from swine fluâ€™ or was it MERS, returning home from Mecca following an Umrah trip. http://t.co/orOsQc6i0e",positive
"â€œ@WHO: WHOâ€™s recommends that all travellers to, from poliovirus-affected areas be fully vaccinated against polio",positive
"Jonas Salk chose not to patent his 1955 polio vaccine, making it more affordable for the millions of people who needed it.",positive
"""@foxnewshealth: New discovery may lead to treatments for lethal Ebola virus http://t.co/7MtoAnEb8q #health""",positive
News -Risk factors for West Nile virus - http://t.co/7SIEm0bSu5,positive
City: West Nile Virus Detected in Malden http://t.co/9RxHSRpbhA,positive
Reporting Contest Leads to Rise in #Polio #Vaccines in #Ethiopia from @gatesfoundation http://t.co/7LczJCjgWF,positive
"When people use _Ÿ˜·to symbolize minor aches or illnesses, 
I assume they have SARS. 
#China",positive
Lola got 2 vaccines yesterday. Meningitis and dTap. I passed on 2 others that were elective,positive
Nuevo virus H7N9 avanza en China http://t.co/OA4KuTWfe6 vÃ_a @mediafed,positive
#Dengue appearing in #Florida http://t.co/0IdTFH6JFD,positive
H1N1 protection tips for your family http://t.co/K0d1yoZirx,positive
There is no cure for Polio. http://t.co/zlR3o4jaNq,positive
Photo: There is no cure for Polio. http://t.co/nIxTrZJlRx,positive
RT @sabinvaccine: Reporting Contest Leads to Rise in #Polio #Vaccines in #Ethiopia from @gatesfoundation http://t.co/7LczJCjgWF,positive
Probable human case of West Nile virus in London area http://t.co/TQTfxU3Bnn via @CTVLondon,positive
"RT @rotary: #Rotary approved US$500,000 Rapid Response grant for recent #polio outbreak in Somalia. http://t.co/TvYyyuP2nM #endpolio #health",positive
RT @MaldenPatch: ALERT: West Nile Virus detected in Malden - here's info on keeping safe: http://t.co/PhLCB7xjyN,positive
Mosquito carrying West Nile Virus found in Malden http://t.co/UjHx8ImPPe,positive
RT @MaldenPatch: ALERT: West Nile Virus detected in Malden - here's info on keeping safe: http://t.co/PhLCB7xjyN,positive
RT @WHO: Disease Outbreak News on wild poliovirus type 1 (WPV1) in Israel: http://t.co/y9T5Z3xlXz. No case of paralytic #polio reported.,positive
3 contract dengue fever in central Florida http://t.co/3r2NBwCL0L,positive
Your child can still catch serious diseases like #measles &amp; #whoopingcough. Protect them w/ vaccines. #NIAM2013 http://t.co/XlQks2zwLY,positive
"@DrMarcSiegel Don't pet the pigs this Fall,http://t.co/aLWhsHVWDA 
@DrMisialek",positive
#Google #Hot #News New discovery may lead to treatments for lethal Ebola virus http://t.co/k9r7IIEzkE #InstantFollowBack GTNews,positive
_¡_ #__Ä¥Ç‹â¬‹_ Î‹ÎèÎŒÜ¥È___ #_ http://t.co/EpW0PDzhvB #Japan: #Oita pref has made an action plans for measures against novel #influenza #H7N9,positive
_¡_ #__Ä¥Ç‹â¬‹_ Î‹ÎèÎŒÜ¥È___ #_ http://t.co/EpW0PDzhvB #Japan: #Oita pref has made an action plans for measures against novel #influenza. #H7N9,positive
RT @TheLancet: Fullest clinical report of Saudi MERS cases to date points to important differences with SARS http://t.co/YJDqOKhVdP,positive
8 dogs sickened in flu outbreak at Farmingdale pet store,positive
"Five People Infected with West Nile Virus, Says L.A. County http://t.co/397lGcQHeQ",positive
why don't time have wings? I want it to flu :'(,positive
BYUN DID YOU GET SICK â€°Ã›Ã“ yesssseu down with flu :-( http://t.co/6ENtRoiIwV,positive
Mosquitoes Infected with West Nile Virus Found in LevittownÃ¥Ã_Area http://t.co/AJf91PQSvU,positive
Mosquitoes Infected with West Nile Virus Found in LevittownÃ¥Ã_Area http://t.co/uRlBTPoUeP,positive
"2 rolls of tissue paper have been wasted. Flu, you're such a pain in my nose, go away please. *sneeze*",positive
Why MERS is Not the New SARS: The new virus that causes Middle East respiratory syndrome (MERS) has been compa... http://t.co/0pJTzP2JSV,positive
RT @elzhi_fan: @TheTherapyBook @trutherbot: Untested vaccines causing new wave of polio-like paralysis across India: http://t.co/3f7IYh0yIe,positive
@yojebajeba ur fresh from dengue wuht is wrong with u,positive
@StylinMilan is that where the bird flu came from,positive
RT @freekibble: The West Nile Virus is dangerous to humans. Can cats get infected with the virus? Answer &amp; help feed homeless cats! http://â€°Ã›_,positive
@av0nsful @suprabeanie wtf is with ur new obsession on ducks do u have bird flu or some shit shut up,positive
wowww flu tablets with caffeine + tea.... Buzzinnggggg!!,positive
RT @lapdancinOnbieb: @av0nsful @suprabeanie wtf is with ur new obsession on ducks do u have bird flu or some shit shut up,positive
