"RT @TheLancet: Fullest clinical report of Saudi MERS cases to date points to important differences with SARS http://t.co/YJDqOKhVdP","1"
"8 dogs sickened in flu outbreak at Farmingdale pet store","1"
"Five People Infected with West Nile Virus, Says L.A. County http://t.co/397lGcQHeQ","1"
"why don't time have wings? I want it to flu :'(","0"
"BYUN DID YOU GET SICK _î yesssseu down with flu :-( http://t.co/6ENtRoiIwV","0"
"Mosquitoes Infected with West Nile Virus Found in Levittown_Area http://t.co/uRlBTPoUeP","1"
"2 rolls of tissue paper have been wasted. Flu, you're such a pain in my nose, go away please. *sneeze*","0"
"Why MERS is Not the New SARS: The new virus that causes Middle East respiratory syndrome (MERS) has been compa... http://t.co/0pJTzP2JSV","0"
"RT @elzhi_fan: @TheTherapyBook @trutherbot: Untested vaccines causing new wave of polio-like paralysis across India: http://t.co/3f7IYh0yIe","1"
"@yojebajeba ur fresh from dengue wuht is wrong with u","0"
"@StylinMilan is that where the bird flu came from","0"
"RT @freekibble: The West Nile Virus is dangerous to humans. Can cats get infected with the virus? Answer &amp; help feed homeless cats! http://__","0"
"@av0nsful @suprabeanie wtf is with ur new obsession on ducks do u have bird flu or some shit shut up","0"
"wowww flu tablets with caffeine + tea.... Buzzinnggggg!!","0"
"RT @lapdancinOnbieb: @av0nsful @suprabeanie wtf is with ur new obsession on ducks do u have bird flu or some shit shut up","0"
"@Yaengah nxa now that u finished Ur SARS money u want to come with R50","0"
"Unusually potent dengue outbreak has killed 26 in Central America - Inside Costa Rica: Unusually potent dengue... http://t.co/K72kSt3Q9d","1"
"Dear autocorrect: please refrain from changing morning to meningitis when I\'m trying to tell my mom good morning...","0"
"SARS has reduced me but m still in good mood","0"
"Commemorate World Hepatitis Day with an informative session followed by Q &amp; A. Saturday July 27, 2013 at AKU auditorium from 1100:am-12: ...","0"
"MRI May Spot Meningitis from Tainted Steroids http://t.co/4dbm0l3EN6","0"
"Colorado frozen berry hepatitis A count up to 22 cases, FDA now testing food plant http://t.co/VnuU2up5zu","1"
"Think i just caught a flu from night swimming...damn cold!","0"
"98 million Americans were given polio vaccine contaminated with cancer-causing virus, admits CDC http://t.co/crRFWmHlfb via @HealthRanger","0"
"Mosquitoes Infected with West Nile Virus Found in Levittown Area http://t.co/oRxjdN8hjK","1"
"Storen has flu like symptoms. Make your jokes from here.","0"
"@AamAwam dicussing why polio compaign not being successful @DayShallDawn","0"
"RT @gateshealth: #endpolio MT @gatesfoundation The  inspiring story of polio eradication -- 5 reasons why ending polio is within reach http__","0"
"Yoh this flu is coming with full force the headache that i have is not good .. Afternoon people","0"
"I like to imagine managers have a dartboard of illnesses.Oh you\'ve been sucking recently, you\'re out today with...*throws dart*...the flu!","0"
"RT @TokinKindOfMom: Measles, Mumps, whooping cough...those things were basically wiped out until people stopped vacinating.","0"
"RT @DSimpson88: I like to imagine managers have a dartboard of illnesses.""Oh you've been sucking recently, you're out today with...*throws __","0"
"RT @KATVNews: Willow Springs Water Park in #LittleRock has been closed after a swimmer was diagnosed with parasitic meningitis. More coming__","1"
"RT @KATVNews: Willow Springs Water Park in #LittleRock has been closed after a swimmer was diagnosed with parasitic meningitis. More coming__","1"
"RT @betsyzrussell: Eye on Boise: Idaho sees first human case of West Nile Virus, Payette County man hospitalized  http://t.co/CRR7cQAWx2","1"
"@BRollins03 I've been taking NyQuil cold &amp; flu. Maybe I should switch to Benadryl.","0"
"Swine flu...just with macon. Bleh","0"
"Flavivirus news: 4000 dengue cases with 10 deaths in MM as of mid-July - Philippine Star: 4000 ... http://t.co/WmU0PtgxuL #pathogenposse","1"
"RT @KPCC: 5 human cases of West Nile virus reported; first in LA County for 2013 http://t.co/RJmDonuEBy","1"
"Flu in January .. Pneumonia in may.. And now I have an ear infection LOL yesssss _»Ž_»Ž_»Ž","0"
"RT @KARK4News: No Swimming at Willow Springs after Girl Hospitalized with Parasitic Meningitis http://t.co/Rm7KJEQHW4 #ARnews","1"
"RT @FOX16News: Willow Springs Water Park Shutdown after Swimmer Diagnosed with Parasitic Meningitis http://t.co/YFrEijrPAH #ARnews","1"
"12-year-old stricken with parasitic meningitis | http://t.co/O3AKizf7OP http://t.co/jjHIHjWqsR","1"
"Good ! Flu collaborations with fever :(","0"
"RT @MaliaMemory: Coming home from your holiday with the Malia Flu.","0"
"coming down with a flu again :((","0"
"98 million Americans were given polio vaccine contaminated with cancer-causing virus, admits CDC... http://t.co/9tppESxWvC","1"
"RT @ABC: CDC: Three people have died from West Nile virus this summer, with 31 sickened http://t.co/VU1rQftEpW","1"
"We all bout2 Die!_ñ@ABC: CDC: Three people have died from West Nile virus this summer, with 31 sickened http://t.co/cVsAbyXAV9_","1"
"@teo_wendy Had stomach flu since last Friday :( Hasn't been able to eat well these few days :( Thanks for the concern &lt;3","0"
"RT @wsfa12news: First case of West Nile Virus for 2013 in Alabama confirmed in Coffee County:  http://t.co/bCAYbgU6a1 http://t.co/wxY6ljHocW","1"
"This is still a thing? /// RT @wsfa12news: First case of West Nile Virus for 2013 in Alabama confirmed http://t.co/suy8yRFFhM","1"
"RT @MaliaMemory: Coming home from your holiday with the Malia Flu.","0"
"@sanshinesan give me some. I'm down with a bad flu","1"
"Parasitic meningitis confirmed in 12-year-old Arkansas girl http://t.co/s9BvUpQP6k via @upi","1"
"RT @lengisleng: Think napa flu is a genuine illness, dead","0"
"Okyeame Kwame to do a free Hepatitis B screening for 2000 people  http://t.co/bI3St2qna6 @niimoffat @beans_stew @chiiief","0"
"Took some cold and flu capsules and now my mood has lifted, hooray _»","0"
"MedImmune ships new type of flu vaccine (subscriber access): http://t.co/6aGJGmSATh","0"
"Your face has swine flu","0"
"AlertLine -Can you die from swine flu? - http://t.co/YluKrNmlCu","0"
"Give you shots like an h1n1 clinic","0"
"First we had mad cow disease, then bird flu and now swine flu","0"
"Arkansas Dept. of Health confirms case of parasitic meningitis - THV 11 http://t.co/kjNEHGa5eq #LittleRock","1"
"@jeffgerstmann You look like you're coming down with flu-like symptoms. Perhaps you should go home and get some rest*.*play SRIV.","0"
"see you all in 4 to  hours  going to lay down got meds from the DR today the flu _î feeling sick","0"
"Parasitic meningitis confirmed in 12-year-old Arkansas girl http://t.co/pgzfkBw40v via @upi","1"
"CIDRAP #CDC reports new #H3N2v case in Indiana - #flu #H3N2 #H3N2pdm11 #H1N1pdm09 #H1N1 #H1N1v #H1N2v #swineflu http://t.co/PZth2FIFGe","1"
"MAP UPDATE #CDC reports new #H3N2v case in Indiana - #flu #H3N2 #H3N2pdm11 #H1N1pdm09 #H1N1 #H1N1v #H1N2v #swineflu http://t.co/2TXeyypJUa","1"
"98 million Americans were given polio vaccine contaminated with cancer-causing virus, admits CDC http://t.co/NVOInHMtih via @HealthRanger","1"
"This is wonderful! Sarah Palin has denied that #the eight% price #increase in a #jar of hepatitis is linked to ice hockey rights acquisit...","0"
"taking flu meds with cold water..is that will do..? o.O","0"
"Down with flu!__ nite","0"
"RT @NBCLA: 5 people in LA County test 1 for West Nile Virus; officials urge avoidance of mosquitoes, empty poolshttp://t.co/2WHDD2L__","1"
"@King_Of_Caps Nahhh no success smh but I been feeling like Im catching the flu or something my body hurts","0"
"Tennessee victims in U.S. meningitis outbreak win new avenue for lawsuits http://t.co/egX0XIB2EY","1"
"RT @ShotAtLife: It's been a busy news week for #polio! Get caught up with our polio news roundup http://t.co/WhCZmibdxL","1"
"Tennessee victims in U.S. meningitis outbreak win new avenue for lawsuits: BOSTON, July 26 (Reuters) - Victims... http://t.co/Y75asJb2qs","1"
"H3N2v, USA: Two additional confirmed cases (US CDC, FluView, July 26 2013, edited) http://t.co/uZIN2Cq3YR #flu #influenza","1"
"DOH has found a new pool of mosquitoes, 1 for West Nile Virus, at Miller Field in the New Dorp Beach section of Staten Island. #306","1"
"This whole parasitic meningitis outbreak is freaking me out! I'm not swimming in any rivers or lakes anytime soon","1"
"RT @shajedamalik: harry is like the flu, hes been every where lately.","1"
"A case of Parasitic meningitis found in Arkansas. #rough #unity #team #togetherwecan #probablynot #youregoingtodie","1"
"RT @BillGates: RT @KofiAnnan Our collective effort to eradicate #polio is close to success: http://t.co/BTr1TJArLG","0"
"RT @SundayTimesZA: Juju attacks Sars over _botched_ tax deal - find out just who is conspiring against him now in Sunday Times tomorrow htt__","0"
"Still down with a flu_»ö","0"
"@scathachx soon soon after I recover from my crazy flu hehe","0"
"an asian wifey coughed in my face today, hope i dont get bird flu!!","0"
"Coming down with the flu or something... And I'm going out in this! I must be mad","0"
"@emei30 thats a show right? I pvr  lots a shows lately can't watch them been sick with flu and crap caught up 2wks ago though was home sick_»_","0"
"The cardinals have bird flu #die","0"
"The flu has hit me on my last day in Napa :(","0"
"Was nice knowing you all. I am literally dying from man flu.- Ric Crossley 1989-2013","0"
"#Pakistani #Women Eighth polio case surfaces in Khyber tribal region http://t.co/qIO6NAW7lS","1"
"@Scarlet_MwanaOK the flu got me __ been stuck in bed 2 days.","0"
"RT @NRDCscience: Warming weather brings about West Nile virus influx. #Dallas is especially hard hit, with 19 killed by the virus http://t__","1"
"#LatestNews 38 fresh dengue cases in Odisha http://t.co/pq3IpS0HtE #news","1"
"@Brewer3414 @lutebs because of my stomach flu ya know","0"
"38 fresh dengue cases in Odisha http://t.co/ff6zJCKK1k #health #india #news #orissa #health #india #media #orissa","1"
"RT @makoto_au_japon: #Pakistan: Eighth #polio case surfaces in #Khyber tribal region http://t.co/lGyr7tONJU #PV1 #FATA #Pakhtunkhwa #Bara #__","1"
"@90Jake11 mate sorry about yesterday. I got flu and a stomach bug been absolutely fucked since Friday. Tell Kerry I'm sorry mate","0"
"First meningitis death confirmed in Florida - @ActionNewsJax.com | @castellani (@jax_florida) http://t.co/LnItIPjw9M","1"
"Dear flu why did you have to mess with my gym schedule #sigh","0"
"#Dengue News: 38 fresh dengue cases in Odisha - Newstrack India http://t.co/4Muugdj2OC","1"
"Having sex once or twice a week has been proven to boost your immune system to help fight colds and the flu,","0"
"RT @ModoIsDope: Had fun still RT @NazirM_: This is flu is showing me shit RT Modo: This weekend has been epic cc @IamTrady @Iam_Tawka @Lebo__","0"
"RT @news4buffalo: The Erie County Health Department says West Nile Virus has been detected in Amherst: http://t.co/B67MGepRR2","1"
"I don't know whether I feel sick because its like a flu or because of everything that's going on lol","0"
"Real_Liam_Payne I'm sick with Stomach Flu :-)","0"
"120 dengue cases in my neighbourhood...","1"
"RT @TopBattleRaps: ""You aint thug life, he aint nothing like Tupac/ he survived 5 you'll probably die from a flu shot."" @MATHHOFFA","0"
"8 dogs sickened in flu outbreak at Farmingdale pet store","1"
"So guess who has flu in their face right now? _»â_»_ damn you dairy.","0"
"FDA cracks down on imported foods due to recent outbreaks (cyclospora - parasite) &amp; Hepatitis A (pomegranate seeds) http://t.co/292P2nLlCz","1"
"Zak has the bird flu","0"
"BRB texting people Getting My   Meningitis Shot","0"
"I hope someone with SARS coughs on you.","0"
"PandemicLive Bird flu confirmed in Kaski - Himalayan Times: Bird flu confirmed in KaskiHimalayan TimesFollowin... http://t.co/fbWedZV03N","1"
"I hope I don't end up with a flu! Won't be funny!","0"
"22nd polio case found in Pakistan http://t.co/gyQUioGSYO","1"
"RT @AmySyireen: Down with flu... Ugh i dont even feel like doing anything","0"
"Another death reported from Middle East respiratory syndrome coronavirus. To date- 73 cases, 39 deaths: http://t.co/gZ21P276G2 #onehealth","1"
"Protecting your family from West Nile Virus http://t.co/xG6tQ1UUlY  #mosquitos #safety","0"
"#Hepatitis A vaccine advised for travel to regions where good #hygiene cannot be guaranteed: http://t.co/QcDapISQZJ  #WorldHepDay","0"
"Outdoor workers, protect yourself from West Nile virus with protective clothing, insect repellent__ Read our FAQ. http://t.co/LKLlxAH8Lx","0"
"now im down with flu .. thank @feeluvjae foe passing it to me ..","0"
"@kylemlucas ask @KelllyQ with her polio hands","0"
"_ñ@e_deeee: @kylemlucas ask @KelllyQ with her polio hands_ _»__»__»__»Ž","0"
"RT @AmySyireen: Down with flu... Ugh i dont even feel like doing anything","0"
"I'll Call Somone Tomorrow :D RT @IamMooseCarter: Mtho Apparently sex has been proven to be very instrumental when dealing with flu. Try it","0"
"There were 4868 lab-confirmed swine flu cases, nearly a third from #Delhi, followed by Gujarat","1"
"New cases of dengue fever continue to be reported from the island of Madeira since the outbreak was first identified Oh bugger.","1"
"22nd #polio case found in #Pakistan via News Track India: http://t.co/Hp9NaiZAr3 #Bara Region #Khyber Agency","1"
"Health department said a 13-year-old San Juan County boy has first confirmed case of West Nile Virus in the state in 2013. He's recovering.","1"
"RT @mantecabulletin: County officials report first human case of West Nile virus. Story still developing. Here's reporter Jason Campbell's __","1"
"RT @mantecabulletin: San Joaquin County officials report first human case of West Nile virus: http://t.co/gY7VTtikJH","1"
"First finding of West Nile Virus for 2013 reported in DNREC Mosquito Control_s sentinel chickens http://t.co/UCvU7qMpiM","1"
"RT @adndotcom: Tuberculosis spike reported in Western Alaska village -- 8 cases since March http://t.co/aPB1s4NlO0","1"
"Arkansas water park closes after rare meningitis is confirmed http://t.co/LpiEQ4O4lx via @YahooNews","1"
"#Dengue News: 50 new dengue cases in Odisha - Zee News http://t.co/3rkq77uqus","1"
"#Dengue News: Fifty new dengue cases in Odisha - Zee News http://t.co/tkI1HPIBV7","1"
"#Dengue News: Number of new dengue infections continue to fall, 309 cases reported last week__ http://t.co/PKpBpXCpA9","1"
"RT @HatboroPatch: A mosquito has tested 1 for #WestNileVirus in #Horsham Tips to stay safe here http://t.co/FDhpGyT01G","1"
"RT @GabeJoselow: 94 cases of polio confirmed in Somalia, continuing to spread. Another case in Somaliland close to the Ethiopian border. Re__","1"
"#Nepal: #Birdflu confirmed in two more #poultry farms http://t.co/TgG8Na6f9E #H5N1 #Kathmandu #Bhaktapur","1"
"@BrutalicTragedy to say that you got swine flu from pigs i supposedly fucked, wouldn't that imply that i fucked you too?","1"
"#swineflu Officials look to minimize swine flu threat: Responding to an outbreak of swine flu in Indiana, loca... http://t.co/4i8rdX5kSN","1"
"First confirmed death from H1N1 flu virus in Rivers.http://t.co/MNDQfbIu4a #H1N1 #SwineFlu","1"
"West Nile virus has been found in mosquitoes in Perth, about 80k west of Ottawa, local health unit reports http://t.co/a7f9J884H2 #ottnews","1"
"RT @ottawasuncom: West Nile virus has been found in mosquitoes in Perth, about 80k west of Ottawa, local health unit reports http://t.co/a7__","1"
"RT @ottawasuncom: West Nile virus has been found in mosquitoes in Perth, about 80k west of Ottawa, local health unit reports...","1"
"SCI Somerset Treating Water Outlets for Legionella: Four cases of Legionella among inmates have been confirmed... http://t.co/KUgVpvV2Yv","1"
"RT @HatboroPatch: A mosquito has tested 1 for #WestNileVirus in #Horsham Tips to stay safe here http://t.co/FDhpGyT01G","1"
"RT @WSJ: Measles outbreak in Brooklyn, N.Y. shows risk of exceptions for vaccinations: http://t.co/NAW4wUhPTz","1"
"RT @makoto_au_japon: #Somalia: #Polio #outbreak kills 11 people in #Hiraan region http://t.co/IIdCsD20qf #Moqokori #vaccine #vaccination","1"
"Somalia - report of 71 Polio cases &amp; 11 deaths in Hiraan region http://t.co/P5DLYTgcMN h/t @makoto_au_japon","1"
"RT @WSJ: Measles outbreak in Brooklyn, N.Y. shows risk of exceptions for vaccinations: http://t.co/NAW4wUhPTz","1"
"RT @juliebosman: A measles outbreak in Brooklyn among families who refused vaccinations. 58 cases, one pregnant woman miscarried. http://t.__","1"
"LATEST EQUINE FLU UPDATE: Two more cases confirmed - Towcester Veterinary Centre http://t.co/6ZbjTmLVD7","1"
"RT @yakovhorowitz: IMHO; contributing factor in measles outbreak http://t.co/wS9eDNveRy is devaluation of science in some charedi circles","1"
"RT @LANow: Measles cases in Ventura County prompt vaccination advisory http://t.co/3ZJLhAHTBN","1"
"RT @WSJ: Measles outbreak in Brooklyn, N.Y. shows risk of exceptions for vaccinations: http://t.co/NAW4wUhPTz","1"
"Costa Rica - Travel Alert - Outbreak of influenza A (H1N1) reported in Costa Rica #CostaRica #travel #health #influenzaA #H1N1","1"
"Measles Races Through Anti-Vax Haven - More than 1,200 people have been infected with the preventable disease in W... http://t.co/mGwpgx2YbY","1"
"Chinese woman critical with H7N9 infection http://t.co/YyeymNLViW #Flu #H7N9","1"
"RT @MaliaMemory: Coming home from your holiday with the Malia Flu.","1"
"New case of bird flu in China http://t.co/pbEw9uprGs","1"
"@flyoverangel @ChrisQuines @pocketliberty Happening here. Recent outbreak of measles in Brooklyn, NY. http://t.co/doCS0LEaJf","1"
"RT @RonanKelly13: Somalia - report of 71 Polio cases &amp; 11 deaths in Hiraan region http://t.co/P5DLYTgcMN h/t @makoto_au_japon","1"
"Sudan: #Measles kills four children in El Salam camp, South Darfur http://t.co/AlEoDEScmx","1"
"RT @JayCaruso: @flyoverangel @ChrisQuines @pocketliberty Happening here. Recent outbreak of measles in Brooklyn, NY. http://t.co/doCS0LEaJf","1"
"RT @data_nerd Measles Races Through Anti-Vax Haven - More than 1,200 people have been infected  in Wales http://t.co/Ynri3PCA5i",1"
"RT @GAFollowers: 2 new cases of the West Nile virus have been reported in the Valdosta area. There's been a total of 6 1 cases in Lo__","1"
"RT @WHO: Italy has notified WHO of a laboratory-confirmed Middle East Respiratory Syndrome case #MERS #nCoV","1"
"RT @WHO: Middle East Respiratory Syndrome in Italy: The two new lab-confirmed cases are close contacts of the first confirmed case #MERS #n__","1"
"First human West Nile virus case in Louisiana in 2013 reported in Caldwell Parish http://t.co/L4ElyTXQvV","1"
"RT @AVMAvets: Outbreak of equine influenza reported at Oregon State U Veterinary Teaching Hospital http://t.co/dOBIZ12Lou","1"
"SA bats could be source of new coronavirus that's killed around 50 people mainly in Saudi Arabia.","1"
"#health First human West Nile virus case in Louisiana in 2013 reported in Caldwell Parish __... http://t.co/0mG1RSQsCP #care #virusnext","1"
"RT @EHnewsorg: A new Bird Flu Virus (H7N9) Outbreak in China http://t.co/LJE7iwOPfs... http://t.co/lYV31ETZwP","1"
"RT @GAFollowers: 2 new cases of the West Nile virus have been reported in the Valdosta area. There's been a total of 6 1 cases in Lo__","1"
"Mosquitos in Toronto test 1 for West Nile Virus: Toronto Public Health is warning people to guard against mosquito bites after...","1"
"First human West Nile virus case in Louisiana in 2013 reported in Caldwell Parish, north-central LA http://t.co/Lwia8caf1S #wnv","1"
"#Odisha: More than hundred people in 10 districts tested #dengue 1; #CM asks health deptmt to provide free of cost #ICU treatment","1"
"A new SARS-like virus has emerged in the Middle East and killed 45 people, and in China a new strain of bird flu ...  http://t.co/e9yF2Z4pU9","1"
